the_geom,OBJECTID,CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPE.LEN,SCHOOLZONE,SCHOOLZONE_LIMIT,Status,MTAB_MOTION,MTAB_DATE,MTAB_RESO_TEXT,WorkOrder
"MULTILINESTRING ((-122.471324083171 37.712479755171, -122.471383207181 37.712316044101, -122.471406299313 37.712262835084, -122.471447252961 37.712223229225, -122.471558553129 37.712196344787, -122.47162562119 37.712217462895, -122.471943799229 37.712467905485, -122.471962767648 37.712523189816, -122.471964460471 37.712583309249, -122.471913081943 37.71262993756, -122.471764243905 37.712686156653))",14520,7712000,JUNIPERO SERRA  BLVD OFF,RAMP,,JUNIPERO SERRA BLVD,BROTHERHOOD WAY,99,,,,,398.28185923044003,,,,,,,
"MULTILINESTRING ((-122.434559326905 37.756097897096, -122.434482908889 37.755293913837))",4426,3795000,CASTRO,ST,,21ST ST,HILL ST,0,,,,,293.60162785940901,,,,,,,
"MULTILINESTRING ((-122.482604753728 37.780194411546, -122.482717846835 37.780119466533, -122.483545508406 37.780081196346, -122.483675175308 37.780147999561))",14899,6080101,GEARY,BLVD,,23RD AVE,24TH AVE,25,,,,,326.88148421416304,,,,,,,
"MULTILINESTRING ((-122.451154025399 37.730686047811, -122.451159881923 37.731541785654))",13330,6157000,GENNESSEE,ST,,HEARST AVE,MONTEREY BLVD,0,,,,,311.61878865111601,,,,,,,
"MULTILINESTRING ((-122.421717636292 37.746417190797, -122.421931645331 37.745831060645, -122.422231502821 37.745583755375))",7403,11435000,SAN JOSE,AVE,,DUNCAN ST,GUERRERO ST,0,,,,,347.23962505656698,,,,,,,
"MULTILINESTRING ((-122.400568478027 37.790252351703, -122.402202860251 37.790044043213))",6811,12316000,SUTTER,ST,,SANSOME ST,MONTGOMERY ST,0,,,,,478.36447253552507,,,,,,,
"MULTILINESTRING ((-122.420856805968 37.74114821516, -122.420395633733 37.740961296361))",4229,7841000,KINGSTON,ST,,KINGSTON ST,PROSPECT AVE,0,,,,,149.72592878709298,,,,,,,
"MULTILINESTRING ((-122.468010191466 37.740010590373, -122.469680240684 37.738510210611))",15863,13468000,WAWONA,ST,,VICENTE ST,14TH AVE,0,,,,,729.21115495737001,,,,,,,
"MULTILINESTRING ((-122.420541160064 37.728933192672, -122.420387656109 37.728560069168))",10069,10065000,OXFORD,ST,,SILVER AVE,PIOCHE ST,0,,,,,142.94127511993102,,,,,,,
"MULTILINESTRING ((-122.389632746578 37.722856383991, -122.390196282721 37.722229888303))",8854,7236000,INGALLS,ST,,CARROLL AVE,DONNER AVE,0,,,,,280.38485120835304,,,,,,,
"MULTILINESTRING ((-122.41063608726 37.790885643252, -122.411011239227 37.790838180447))",6143,10469000,PINE,ST,,MASON ST,VINE TER,30,,,,,109.78129283778699,,,,,,,
"MULTILINESTRING ((-122.431871489695 37.73460539042, -122.432429779782 37.734556304868))",7324,3924000,CHENERY,ST,,NATICK ST,CASTRO ST,0,,,,,162.44452599809301,,,,,,,
"MULTILINESTRING ((-122.391914337102 37.755159833826, -122.392897309085 37.755100584119))",1350,1238000,23RD,ST,,IOWA ST,PENNSYLVANIA AVE,0,,,,,285.01594548623098,,,,,,,
"MULTILINESTRING ((-122.437005114611 37.714580174571, -122.436914097383 37.714483925002, -122.436370887666 37.714240276178, -122.436189675579 37.714214421654))",11351,6143201,GENEVA,AVE,,EDINBURG ST,NAPLES ST,25,,,,,277.55360774337902,,,,,,,
"MULTILINESTRING ((-122.45936236971 37.743455877926, -122.459230269837 37.743516172649, -122.459226740619 37.743840020324, -122.459505069068 37.744064765851))",3585,10071000,PACHECO,ST,,EDGEHILL WAY,GARCIA AVE,0,,,,,276.77603466107701,,,,,,,
"MULTILINESTRING ((-122.468334226747 37.762086052863, -122.468204006102 37.760222589749))",3090,502000,11TH,AVE,,JUDAH ST,KIRKHAM ST,0,,,,,679.62107706684696,,,,,,,
"MULTILINESTRING ((-122.431276166133 37.792893585979, -122.431461750297 37.79377205814))",12127,3344000,BUCHANAN,ST,,JACKSON ST,PACIFIC AVE,0,,,,,324.36033195346397,,,,,,,
"MULTILINESTRING ((-122.402613617854 37.725240053003, -122.40212159839 37.72404055478))",10842,11380000,SAN BRUNO,AVE,,WOOLSEY ST,DWIGHT ST,0,,,,,459.39173060044601,,,,,,,
"MULTILINESTRING ((-122.491488390523 37.753584263297, -122.491358068556 37.751715161563))",3380,1732000,33RD,AVE,,NORIEGA ST,ORTEGA ST,0,,,,,681.67219370744897,,,,,,,
"MULTILINESTRING ((-122.42639492343 37.76465063084, -122.42646689552 37.764500985074, -122.426424851998 37.764057345154, -122.426330693169 37.763974945247))",6077,4866201,DOLORES,ST,,16TH ST,CHULA LN,25,,,,,260.85047945193804,,,,,,,
"MULTILINESTRING ((-122.420593822916 37.765001212665, -122.420446031746 37.763380495652))",7050,6935000,HOFF,ST,,16TH ST,17TH ST,0,,,,,591.72668660466809,,,,,,,
"MULTILINESTRING ((-122.437707925707 37.799638874774, -122.437837694346 37.79968603517, -122.439244096638 37.799507453375, -122.439349875012 37.799430256633))",11040,8461201,LOMBARD,ST,,STEINER ST,PIERCE ST,30,,,,,494.31598623590202,,,,,,,
"MULTILINESTRING ((-122.407865735497 37.785496505886, -122.408049450965 37.78641456007))",6769,10676000,POWELL,ST,,ELLIS ST,O'FARRELL ST,0,,,,,338.49951109644201,,,,,,,
"MULTILINESTRING ((-122.495035589043 37.73010831523, -122.496103850383 37.729848591196, -122.496251141888 37.72987741663, -122.496392095769 37.730000832145))",13736,4466000,COUNTRY CLUB,DR,,COUNTRY CLUB DR,BONNIE BRAE LN,0,,,,,427.66355683232803,,,,,,,
"MULTILINESTRING ((-122.441169425116 37.713937476887, -122.442150614699 37.713670781665))",14161,4534000,CROSS,ST,,POPE ST,ALLISON ST,0,,,,,299.99482463241299,,,,,,,
"MULTILINESTRING ((-122.41975195044 37.785897846474, -122.419846307611 37.786363896488))",9406,10561000,POLK,ST,,GEARY ST,CEDAR ST,0,,,,,171.88906378229998,,,,,,,
"MULTILINESTRING ((-122.413226154712 37.741478513164, -122.413319854107 37.740291966018))",9724,5709000,FOLSOM,ST,,POWHATTAN AVE,EUGENIA AVE,0,,,,,432.92685683942199,,,,,,,
"MULTILINESTRING ((-122.43657051613 37.785672727861, -122.436759771342 37.786605983017))",8163,10431000,PIERCE,ST,,SUTTER ST,BUSH ST,0,,,,,344.21822494896202,,,,,,,
"MULTILINESTRING ((-122.447366574609 37.716519466776, -122.447972895034 37.717005345807))",16496,10062000,OTTAWA,AVE,,DELANO AVE,OTEGA AVE,0,,,,,249.131256965983,,,,,,,
"MULTILINESTRING ((-122.398270176394 37.786783896688, -122.397717698744 37.786343561973))",1624,135000,02ND,ST,,HOWARD ST,TEHAMA ST,0,,,,,226.284206287405,,,,,,,
"MULTILINESTRING ((-122.388104031215 37.737111320985, -122.388666177157 37.736487764276))",8466,8962000,MENDELL,ST,,KIRKWOOD AVE,LA SALLE AVE,0,,,,,279.262758083883,,,,,,,
"MULTILINESTRING ((-122.494217550129 37.730197996957, -122.494660549269 37.730171503793, -122.495035589043 37.73010831523))",10712,4465000,COUNTRY CLUB,DR,,LAKESHORE DR,COUNTRY CLUB DR,0,,,,,239.368337778555,,,,,,,
"MULTILINESTRING ((-122.390025559269 37.790831897092, -122.390027635905 37.791039570131, -122.390177595573 37.791219722088, -122.390391229088 37.791566467463, -122.390574677599 37.791965536392, -122.390766560077 37.792296470922, -122.39089874582 37.792429719181, -122.39110933275 37.792440994676))",1183,12551202,THE EMBARCADERO,,,FOLSOM ST,HOWARD ST,30,,,,,704.89253515843404,,,,,,,
"MULTILINESTRING ((-122.392907685435 37.784756650299, -122.393440233162 37.784452920026, -122.397220838394 37.781473271453))",1205,19384000,I-80 WESTBOUND,,,I-80 W OFF RAMP,I-80 W OFF RAMP,99,,,,,1729.3931948219499,,,,,,,
"MULTILINESTRING ((-122.425070523231 37.795531522898, -122.425263093096 37.796486248271))",12155,5832000,FRANKLIN,ST,,BROADWAY,VALLEJO ST,0,,,,,352.08903724094603,,,,,,,
"MULTILINESTRING ((-122.440943390153 37.754106449013, -122.440866443575 37.753309133084))",9169,6937000,HOFFMAN,AVE,,22ND ST,ALVARADO ST,0,,,,,291.19225073184202,,,,,,,
"MULTILINESTRING ((-122.502634604116 37.730216637622, -122.502480583799 37.730099496199, -122.502121743422 37.729506793636, -122.501783721813 37.728398972172))",12661,13797000,HERBST,RD,,ARMORY RD,SKYLINE BLVD,0,,,,,716.24939046885811,,,,,,,
"MULTILINESTRING ((-122.446086865677 37.76419276385, -122.446114329206 37.764147357304, -122.446517923954 37.763713322792))",897,2517000,ASHBURY,ST,,CLIFFORD TER,DOWNEY ST,0,,,,,214.794622883242,,,,,,,
"MULTILINESTRING ((-122.475289643161 37.752428885774, -122.476305460692 37.752383537029))",13571,10006000,ORTEGA,ST,,18TH AVE,19TH AVE,0,,,,,294.16905054394402,,,,,,,
"MULTILINESTRING ((-122.402241854561 37.798434648933, -122.403088232919 37.798328222352))",12991,3146000,BROADWAY,,,SANSOME ST,OSGOOD PL,25,,,,,247.61514983253301,,,,,,,
"MULTILINESTRING ((-122.440453334297 37.788072109969, -122.440515433953 37.78814645465, -122.440671273548 37.788926939805, -122.44063683929 37.789000203686))",14425,4817101,DIVISADERO,ST,,CALIFORNIA ST,SACRAMENTO ST,25,,,TAMAMABDALLAH,05/10/2016 11:42:21 PM +0000,348.71528792593102,,,,,,,
"MULTILINESTRING ((-122.442251425306 37.758108447507, -122.442270772512 37.757738806346, -122.442293789143 37.757634537901, -122.442384114675 37.757589433586))",4592,13789000,YUKON,ST,,EAGLE ST,SHORT ST,0,,,,,204.11825502696001,,,,,,,
"MULTILINESTRING ((-122.407908918872 37.80220810741, -122.407911883126 37.802222967896))",7530,6408000,GRANT,AVE,,GERKE ALY,PARDEE ALY,0,,,,,5.47882441037375,,,,,,,
"MULTILINESTRING ((-122.414718450454 37.790367754759, -122.41465628648 37.790037895446))",12612,12653000,TOUCHARD,ST,,PINE ST,END: 1-99 BLOCK,0,,,,,121.454346702195,,,,,,,
"MULTILINESTRING ((-122.3834386505 37.73580819735, -122.383651066258 37.736609471045))",12245,7075000,HUDSON,AVE,,CASHMERE ST,REUEL CT,0,,,,,298.177972305575,,,,,,,
"MULTILINESTRING ((-122.458961689878 37.729191191994, -122.458803654143 37.729301210797, -122.458592003569 37.729404837354, -122.458373783555 37.729450510339, -122.458227941017 37.729448940311))",12573,13591000,WESTWOOD,DR,,PIZARRO WAY,MIRAMAR AVE,0,,,,,240.14336764611201,,,,,,,
"MULTILINESTRING ((-122.402278653356 37.773798842567, -122.401721680294 37.773354471344))",7884,3461000,BUTTE,PL,,BRANNAN ST,END: 1-99 BLOCK,0,,,,,228.262115122534,,,,,,,
"MULTILINESTRING ((-122.404497575303 37.754400736664, -122.404376387116 37.753126356193))",3933,11360000,SAN BRUNO,AVE,,23RD ST,24TH ST,0,,,,,465.38433792209702,,,,,,,
"MULTILINESTRING ((-122.404903869552 37.774399272104, -122.404761705992 37.77428598613))",7899,374002,07TH,ST,,I-80 E OFF RAMP,BRYANT ST,25,,,,,58.226756787743895,,,,,,,
"MULTILINESTRING ((-122.420993031304 37.741755060798, -122.420178988042 37.741424885381, -122.4200646697 37.741469518032))",7581,5301000,EUGENIA,AVE,,COLERIDGE ST,PROSPECT AVE,0,,,,,301.16481536482399,,,,,,,
"MULTILINESTRING ((-122.432881616859 37.735844001015, -122.433722721118 37.736642922736, -122.434015012802 37.736890107885, -122.434224673233 37.737124326311, -122.434387644484 37.737242571554, -122.43462156049 37.737278157037, -122.434710494211 37.737261257523))",11215,12306000,SUSSEX,ST,,UNNAMED #011,DIAMOND ST,0,,,,,766.49937468051007,,,,,,,
"MULTILINESTRING ((-122.470175913845 37.773214450471, -122.471253291978 37.773166922088))",14399,5918000,FULTON,ST,,12TH AVE,FUNSTON AVE,30,,,TAMAMABDALLAH,05/11/2016 06:37:29 PM +0000,311.89771203907702,,,,,,,
"MULTILINESTRING ((-122.438939974089 37.780593429867, -122.440602537114 37.780377665328))",2309,5076000,EDDY,ST,,DIVISADERO ST,BRODERICK ST,0,,,,,486.89939795997105,,,,,,,
"MULTILINESTRING ((-122.412353518883 37.786839457923, -122.41254441769 37.787771753111))",8091,11794000,SHANNON,ST,,GEARY ST,POST ST,0,,,,,343.94893675127605,,,,,,,
"MULTILINESTRING ((-122.431127704168 37.766801141078, -122.433345121007 37.76666697303))",13395,6880000,HENRY,ST,,SANCHEZ ST,NOE ST,0,,,,,642.86135268734802,,,,,,,
"MULTILINESTRING ((-122.412554495078 37.801935583154, -122.412921303324 37.802188718488))",7539,4299000,COLUMBUS,AVE,,GREENWICH ST,MASON ST,25,,,,,140.46314295517999,,,,,,,
"MULTILINESTRING ((-122.438219602082 37.785464285237, -122.438407103268 37.786396619532))",5341,11700000,SCOTT,ST,,SUTTER ST,BUSH ST,0,,,,,343.80690845763303,,,,,,,
"MULTILINESTRING ((-122.410459477916 37.773445931326, -122.409696254686 37.772842702071))",8304,6304000,GORDON,ST,,START: 1-99 BLOCK,HARRISON ST,0,,,,,311.32295959800501,,,,,,,
"MULTILINESTRING ((-122.440148245901 37.729841817704, -122.441124657171 37.729446840279, -122.441201753399 37.729398867885))",14061,9935000,OLORAN,AVE,,PILGRIM AVE,SANTA ROSA AVE,0,,,,,345.24177170905602,,,,,,,
"MULTILINESTRING ((-122.404866850001 37.758233313624, -122.40481076229 37.757643581156))",3699,11359000,SAN BRUNO,AVE,,21ST ST,SAN BRUNO AVE,0,,,,,215.36154274082,,,,,,,
"MULTILINESTRING ((-122.489471964433 37.755545606094, -122.489336934273 37.753679130615))",3375,1688000,31ST,AVE,,MORAGA ST,NORIEGA ST,0,,,,,680.79417717261413,,,,,,,
"MULTILINESTRING ((-122.48703163541 37.788775270889, -122.486532872717 37.788348298808, -122.486425408777 37.788300849006))",2369,1466000,26TH,AVE,,SEACLIFF AVE,SCENIC WAY,0,,,,,247.55453762352403,,,,,,,
"MULTILINESTRING ((-122.415009869127 37.770901052753, -122.415321667799 37.770363698009, -122.415590229257 37.769596104226))",8606,5685000,FOLSOM,ST,,12TH ST,13TH ST,25,,,,,505.535159826697,,,,,,,
"MULTILINESTRING ((-122.411027755134 37.72969266352, -122.410532349327 37.728492542443))",10083,6637000,HAMILTON,ST,,SILLIMAN ST,FELTON ST,0,,,,,459.90922067911202,,,,,,,
"MULTILINESTRING ((-122.438190265994 37.776860831891, -122.439857455419 37.776648950502))",2303,5891000,FULTON,ST,,DIVISADERO ST,BRODERICK ST,0,,,,,488.01738859978906,,,,,,,
"MULTILINESTRING ((-122.420024310838 37.756973544309, -122.419871156253 37.755370671936))",7813,2742000,BARTLETT,ST,,21ST ST,22ND ST,0,,,,,585.36053090802,,,,,,,
"MULTILINESTRING ((-122.440119818524 37.71767024702, -122.440198822555 37.717628485708, -122.440430840725 37.717314765681, -122.440430948924 37.717249557329))",14707,9176201,MISSION,ST,,SENECA AVE,AMAZON AVE,25,,,TAMAMABDALLAH,05/10/2016 11:12:39 PM +0000,183.69200779345201,,,,,,,
"MULTILINESTRING ((-122.458022157328 37.736107177672, -122.457898787923 37.736146935618, -122.45767455104 37.736183161055, -122.457481856703 37.736173362841, -122.457074123688 37.736082635723, -122.45690589986 37.736069180788, -122.455464795997 37.736073607103, -122.455157938427 37.736081949426, -122.454774430854 37.736133812428, -122.45449051308 37.736236021693, -122.454378397723 37.736332131707, -122.454289404705 37.736424071114))",15604,8108000,LANSDALE,AVE,,GLOBE ALY,ROBINHOOD DR,0,,,,,1130.0200742080099,,,,,,,
"MULTILINESTRING ((-122.41937248074 37.761840798584, -122.41921925778 37.760240298))",8610,9120000,MISSION,ST,,18TH ST,19TH ST,0,,,,,584.50108724026893,,,,,,,
"MULTILINESTRING ((-122.452146283135 37.751241224784, -122.452150154925 37.751483586938, -122.452121211243 37.751735557527, -122.45202667058 37.751938971031, -122.451844438321 37.752175668265, -122.451700586574 37.752304237597))",8246,10240000,PANORAMA,DR,,OLYMPIA WAY,STARVIEW WAY,0,,,,,423.00008713961302,,,,,,,
"MULTILINESTRING ((-122.399668018316 37.717547600493, -122.399473719834 37.716829223588, -122.399273456033 37.716130737055, -122.399100799781 37.715517370953, -122.399004254689 37.71534373004))",1453,19235000,HWY 101 S OFF,RAMP,,HWY 101 S ON RAMP,BAY SHORE BLVD,99,,,,,826.42317803634512,,,,,,,
"MULTILINESTRING ((-122.447365146679 37.780157003417, -122.44819272752 37.780052451276))",2336,5356000,EWING,TER,,MASONIC AVE,EWING TER,0,,,,,242.20182706469902,,,,,,,
"MULTILINESTRING ((-122.420283002767 37.805241710393, -122.420382265899 37.805725203038))",7544,7150000,HYDE,ST,,BERGEN PL,NORTH POINT ST,0,,,,,178.38509194226901,,,,,,,
"MULTILINESTRING ((-122.408762343624 37.741282318867, -122.408824256592 37.740613551209))",9700,10351000,PERALTA,AVE,,POWHATTAN AVE,END: 700-799 BLOCK,0,,,,,244.18727526740301,,,,,,,
"MULTILINESTRING ((-122.444939955634 37.765497095749, -122.445229621173 37.765317711536, -122.445975867845 37.765221126843))",15301,10416000,PIEDMONT,ST,,DELMAR ST,ASHBURY ST,0,,,,,324.77674267514402,,,,,,,
"MULTILINESTRING ((-122.443205570013 37.711948890548, -122.442713279037 37.710769357672))",11132,5616000,FLORENTINE,AVE,,MORSE ST,BRUNSWICK ST,0,,,,,452.51635969008498,,,,,,,
"MULTILINESTRING ((-122.459211651811 37.720029065253, -122.459217429553 37.721842428407))",14388,3668000,CAPITOL,AVE,,GRAFTON AVE,HOLLOWAY AVE,0,,,,,660.3313417090651,,,,,,,
"MULTILINESTRING ((-122.414400813468 37.755704407369, -122.415486487792 37.755639051203))",11280,1187000,22ND,ST,,FOLSOM ST,SHOTWELL ST,0,,,,,314.79016679405999,,,,,,,
"MULTILINESTRING ((-122.468689617903 37.733152701473, -122.468775966741 37.73320586176, -122.469498967188 37.733224030383, -122.469572116388 37.73318194684))",16124,9292201,MONTEREY,BLVD,,SAN LEANDRO WAY,SAN FERNANDO WAY,0,,,,,266.92060697259706,,,,,,,
"MULTILINESTRING ((-122.39363267696 37.752490310139, -122.394600186378 37.752431745148))",1382,1411000,25TH,ST,,MISSISSIPPI ST,TEXAS ST,0,,,,,280.54936987836004,,,,,,,
"MULTILINESTRING ((-122.47781071361 37.799206233193, -122.477604494763 37.799218143644, -122.477259040182 37.799277582523, -122.476895666436 37.799289243284, -122.476560031148 37.799246634915, -122.476195868708 37.799111480528, -122.475854326221 37.79898200417))",12842,19417000,KOBBE,AVE,,WASHINGTON BLVD,HARRISON BLVD,0,,,,,590.71957320491003,,,,,,,
"MULTILINESTRING ((-122.46261525391 37.714312589045, -122.462621042732 37.714888886589))",16036,9986000,ORIZABA,AVE,,RANDOLPH ST,LOBOS ST,0,,,,,209.86299325677101,,,,,,,
"MULTILINESTRING ((-122.37407915119 37.733876544935, -122.373512726712 37.734500223248))",12397,6534000,GRIFFITH,ST,,FAIRFAX AVE,EVANS AVE,0,,,,,280.02410388574606,,,,,,,
"MULTILINESTRING ((-122.470331492872 37.727160322932, -122.470130107511 37.727565790868, -122.470152903991 37.72787853626, -122.470506402724 37.728387066429, -122.470515385015 37.728647956372, -122.470480684847 37.728774916463))",10481,8983000,MERCEDES,WAY,,CEDRO AVE,PALOMA AVE,0,,,,,626.67528032438497,,,,,,,
"MULTILINESTRING ((-122.427982819167 37.757297179021, -122.428118821586 37.757329102861, -122.430142530118 37.757207648722))",6404,8324201,LIBERTY,ST,,CHURCH ST,SANCHEZ ST,0,,,,,627.75197484284001,,,,,,,
"MULTILINESTRING ((-122.446859689821 37.777674051198, -122.446484049531 37.775806534016))",16089,0,MASONIC,AVE,,GOLDEN GATE AVE,MCALLISTER ST,25,,,,,688.66828530357304,,,,,,,
"MULTILINESTRING ((-122.456538271879 37.744062527832, -122.456588598367 37.744017455282, -122.456838500316 37.743972130751, -122.457003030185 37.743979364836, -122.45876143534 37.744279026379))",3582,7158101,IDORA,AVE,,LAGUNA HONDA BLVD,ROCK ALY,0,,,,,663.75307926264406,,,,,,,
"MULTILINESTRING ((-122.481551790961 37.790692164481, -122.480923802844 37.7905606311))",2407,19051000,BROOKS,ST,,LINCOLN BLVD,BAKER CT,0,,,,,187.69242885133303,,,,,,,
"MULTILINESTRING ((-122.394111687714 37.776388809899, -122.393368336192 37.775792261647))",1600,269000,04TH,ST,,KING ST,BERRY ST,0,,,,,305.53906320381498,,,,,,,
"MULTILINESTRING ((-122.427838252074 37.800891700501, -122.427943016659 37.800814641766, -122.429352933064 37.80063574088, -122.429484102568 37.800683353083))",15846,8455101,LOMBARD,ST,,GOUGH ST,OCTAVIA ST,30,,,,,495.51723160946398,,,,,,,
"MULTILINESTRING ((-122.416400736566 37.765254437839, -122.417499808373 37.765188077825))",14439,722000,16TH,ST,,SHOTWELL ST,SOUTH VAN NESS AVE,25,,,TAMAMABDALLAH,05/10/2016 11:22:51 PM +0000,318.63946225966203,,,,,,,
"MULTILINESTRING ((-122.469283950069 37.708666968054, -122.469254481691 37.708443192249, -122.469044599691 37.708207152891))",9495,11291000,SAINT CHARLES,AVE,,BELLE AVE,END: 300-399 BLOCK,0,,,,,187.168176072829,,,,,,,
"MULTILINESTRING ((-122.490677084965 37.757358055191, -122.491750013365 37.757310714775))",6653,8212000,LAWTON,ST,,32ND AVE,33RD AVE,0,,,,,310.67584851912602,,,,,,,
"MULTILINESTRING ((-122.417836045791 37.745962212227, -122.416017266488 37.746658669018, -122.415077995318 37.746551794403))",5312,9065000,MIRABEL,AVE,,COSO AVE,SHOTWELL ST,0,,,,,858.236000850138,,,,,,,
"MULTILINESTRING ((-122.418611724332 37.780265077975, -122.420046857027 37.780085105223, -122.420260399837 37.780079640057))",9355,8894000,MCALLISTER,ST,,POLK ST,VAN NESS AVE,0,,,,,481.68407914441201,,,,,,,
"MULTILINESTRING ((-122.418234382626 37.748170631378, -122.419134512972 37.74678008259))",4191,9129000,MISSION,ST,,CESAR CHAVEZ ST,PRECITA AVE,0,,,,,569.34014045195397,,,,,,,
"MULTILINESTRING ((-122.395360809715 37.750233632105, -122.39532107026 37.749808730134))",1398,9218000,MISSOURI,ST,,YELLOW CAB ACCESS ROAD,CESAR CHAVEZ ST,0,,,,,155.15328755046698,,,,,,,
"MULTILINESTRING ((-122.422907003746 37.800606146463, -122.423287186004 37.800956490801, -122.423418761392 37.801025035399))",7499,6529000,GRENARD,TER,,GREENWICH ST,END: 1-99 BLOCK,0,,,,,213.834731560416,,,,,,,
"MULTILINESTRING ((-122.395805853728 37.787104490505, -122.39645677135 37.786591846013))",1015,4195000,CLEMENTINA,ST,,ECKER ST,OSCAR ALY,0,,,,,265.02091873894705,,,,,,,
"MULTILINESTRING ((-122.457182215974 37.724106621161, -122.457198163721 37.724138405354, -122.457313020658 37.724162654986, -122.457354167272 37.724142924886))",14040,9824201,OCEAN,AVE,,GRANADA AVE,GRANADA AVE,25,,,,,60.7362133017863,,,,,,,
"MULTILINESTRING ((-122.439082137243 37.713092198359, -122.43943016502 37.712999934997))",13653,9386000,MORSE,ST,,UNNAMED #071,CURTIS ST,0,,,,,106.137062447806,,,,,,,
"MULTILINESTRING ((-122.472729837311 37.731073482412, -122.472746247642 37.730725453767, -122.472794880225 37.730670699966))",10422,13348000,GLADIOLUS,LN,,EUCALYPTUS DR,ROSSMOOR DR,0,,,,,151.222644725386,,,,,,,
"MULTILINESTRING ((-122.472325480002 37.780660768373, -122.47223413944 37.780525895272, -122.472113678644 37.778856738224, -122.472186842341 37.778732961786))",2960,10268201,PARK PRESIDIO,BLVD,,GEARY BLVD,ANZA ST,35,,,,,714.36617593082303,,,,,,,
"MULTILINESTRING ((-122.433444872971 37.712115322524, -122.433789715216 37.711700314569, -122.434195904101 37.711372916693))",14759,9453000,MUNICH,ST,,ROLPH ST,NAYLOR ST,0,,,,,348.47629960675499,,,,,,,
